company_name,description,category,location,source,cleaned_description,combined,cluster,cluster_name,cluster_quality,tags,startup_cluster,startup_cluster_name,startup_cluster_quality
Hashdoc,"market Consulting stage Seed employees 1-10 location Jordan, JO",Consulting,"Jordan, JO",angellist,market consulting stage seed employees 1 10 location jordan jo,Hashdoc market consulting stage seed employees 1 10 location jordan jo Consulting,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
Tailwind,market Social Media Platforms stage Seed employees 11-50 location Oklahoma City,Social Media Platforms,Oklahoma City,angellist,market social media platforms stage seed employees 11 50 location oklahoma city,Tailwind market social media platforms stage seed employees 11 50 location oklahoma city Social Media Platforms,4,BPO / Telecom / Retail Operations,mixed,"AI, SaaS, B2C",3,HealthTech Startups,mostly_clean
Breezedocs,market Document Management stage Seed employees 1-10 location Melbourne,Document Management,Melbourne,angellist,market document management stage seed employees 1 10 location melbourne,Breezedocs market document management stage seed employees 1 10 location melbourne Document Management,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
SpeechTrans,market SaaS stage  employees 11-50 location Lyndhurst,SaaS,Lyndhurst,angellist,market saas stage employees 11 50 location lyndhurst,SpeechTrans market saas stage employees 11 50 location lyndhurst SaaS,4,BPO / Telecom / Retail Operations,mixed,SaaS,4,Developer Tools / Infra,mixed
BovControl,market Internet of Things stage  employees 11-50 location Redwood City,Internet of Things,Redwood City,angellist,market internet of things stage employees 11 50 location redwood city,BovControl market internet of things stage employees 11 50 location redwood city Internet of Things,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
VOIQ,market B2B stage Seed employees 11-50 location San Francisco,B2B,San Francisco,angellist,market b2b stage seed employees 11 50 location san francisco,VOIQ market b2b stage seed employees 11 50 location san francisco B2B,4,BPO / Telecom / Retail Operations,mixed,B2B,3,HealthTech Startups,mostly_clean
Apozy,market Enterprise Security stage Seed employees 1-10 location San Francisco,Enterprise Security,San Francisco,angellist,market enterprise security stage seed employees 1 10 location san francisco,Apozy market enterprise security stage seed employees 1 10 location san francisco Enterprise Security,4,BPO / Telecom / Retail Operations,mixed,B2B,3,HealthTech Startups,mostly_clean
Speak With Me,market Speech Recognition stage Seed employees 1-10 location Mountain View,Speech Recognition,Mountain View,angellist,market speech recognition stage seed employees 1 10 location mountain view,Speak With Me market speech recognition stage seed employees 1 10 location mountain view Speech Recognition,4,BPO / Telecom / Retail Operations,mixed,AI,3,HealthTech Startups,mostly_clean
Meshfire,market Social Media Marketing stage Seed employees 1-10 location Seattle,Social Media Marketing,Seattle,angellist,market social media marketing stage seed employees 1 10 location seattle,Meshfire market social media marketing stage seed employees 1 10 location seattle Social Media Marketing,4,BPO / Telecom / Retail Operations,mixed,B2C,3,HealthTech Startups,mostly_clean
Zillabyte,market B2B stage Seed employees 1-10 location San Francisco,B2B,San Francisco,angellist,market b2b stage seed employees 1 10 location san francisco,Zillabyte market b2b stage seed employees 1 10 location san francisco B2B,4,BPO / Telecom / Retail Operations,mixed,B2B,3,HealthTech Startups,mostly_clean
SAEX,market Lead Generation stage  employees 11-50 location Sunnyvale,Lead Generation,Sunnyvale,angellist,market lead generation stage employees 11 50 location sunnyvale,SAEX market lead generation stage employees 11 50 location sunnyvale Lead Generation,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
ZoeMob,market Location Based Services stage Seed employees 1-10 location San Francisco,Location Based Services,San Francisco,angellist,market location based services stage seed employees 1 10 location san francisco,ZoeMob market location based services stage seed employees 1 10 location san francisco Location Based Services,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
MyFitnessPal,market Fitness stage Acquired employees 51-200 location San Francisco,Fitness,San Francisco,angellist,market fitness stage acquired employees 51 200 location san francisco,MyFitnessPal market fitness stage acquired employees 51 200 location san francisco Fitness,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Viralheat,market Social Media Marketing stage Acquired employees 11-50 location San Mateo,Social Media Marketing,San Mateo,angellist,market social media marketing stage acquired employees 11 50 location san mateo,Viralheat market social media marketing stage acquired employees 11 50 location san mateo Social Media Marketing,4,BPO / Telecom / Retail Operations,mixed,B2C,4,Developer Tools / Infra,mixed
Ditto,market Photo Sharing stage Series C employees 11-50 location Cambridge,Photo Sharing,Cambridge,angellist,market photo sharing stage series c employees 11 50 location cambridge,Ditto market photo sharing stage series c employees 11 50 location cambridge Photo Sharing,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
F16Apps,market RIM stage Series A employees 1-10 location Cairo Governorate,RIM,Cairo Governorate,angellist,market rim stage series a employees 1 10 location cairo governorate,F16Apps market rim stage series a employees 1 10 location cairo governorate RIM,4,BPO / Telecom / Retail Operations,mixed,AI,4,Developer Tools / Infra,mixed
MobStac,market Proximity Services stage Series B employees 11-50 location New York City,Proximity Services,New York City,angellist,market proximity services stage series b employees 11 50 location new york city,MobStac market proximity services stage series b employees 11 50 location new york city Proximity Services,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Venddo,market Sales Automation stage Seed employees 1-10 location Mexico City,Sales Automation,Mexico City,angellist,market sales automation stage seed employees 1 10 location mexico city,Venddo market sales automation stage seed employees 1 10 location mexico city Sales Automation,4,BPO / Telecom / Retail Operations,mixed,SaaS,3,HealthTech Startups,mostly_clean
Powerhive,market  stage Series A employees 11-50 location Berkeley,,Berkeley,angellist,market stage series a employees 11 50 location berkeley,Powerhive market stage series a employees 11 50 location berkeley,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Jampp,market Mobile Commerce stage Series A employees 51-200 location Buenos Aires,Mobile Commerce,Buenos Aires,angellist,market mobile commerce stage series a employees 51 200 location buenos aires,Jampp market mobile commerce stage series a employees 51 200 location buenos aires Mobile Commerce,4,BPO / Telecom / Retail Operations,mixed,"AI, Marketplace",4,Developer Tools / Infra,mixed
Frissbi,market Big Data stage Series A employees 1-10 location Hyderabad,Big Data,Hyderabad,angellist,market big data stage series a employees 1 10 location hyderabad,Frissbi market big data stage series a employees 1 10 location hyderabad Big Data,4,BPO / Telecom / Retail Operations,mixed,Other,5,Marketplace / Creator Economy,mixed
Advsor,market Business Services stage  employees 1-10 location San Francisco,Business Services,San Francisco,angellist,market business services stage employees 1 10 location san francisco,Advsor market business services stage employees 1 10 location san francisco Business Services,4,BPO / Telecom / Retail Operations,mixed,B2B,4,Developer Tools / Infra,mixed
BitGym,market Fitness stage Seed employees 1-10 location San Francisco Bay Area,Fitness,San Francisco Bay Area,angellist,market fitness stage seed employees 1 10 location san francisco bay area,BitGym market fitness stage seed employees 1 10 location san francisco bay area Fitness,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
Skimbox,market Email stage  employees 11-50 location Boston,Email,Boston,angellist,market email stage employees 11 50 location boston,Skimbox market email stage employees 11 50 location boston Email,4,BPO / Telecom / Retail Operations,mixed,AI,4,Developer Tools / Infra,mixed
Floored,market Graphics stage Acquired employees 11-50 location New York City,Graphics,New York City,angellist,market graphics stage acquired employees 11 50 location new york city,Floored market graphics stage acquired employees 11 50 location new york city Graphics,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
The Eye Tribe,market Computer Vision stage Acquired employees 11-50 location Palo Alto,Computer Vision,Palo Alto,angellist,market computer vision stage acquired employees 11 50 location palo alto,The Eye Tribe market computer vision stage acquired employees 11 50 location palo alto Computer Vision,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Gazemetrix,market Brand Marketing stage Acquired employees 1-10 location Mountain View,Brand Marketing,Mountain View,angellist,market brand marketing stage acquired employees 1 10 location mountain view,Gazemetrix market brand marketing stage acquired employees 1 10 location mountain view Brand Marketing,4,BPO / Telecom / Retail Operations,mixed,"AI, Marketplace",4,Developer Tools / Infra,mixed
Indee,market Film stage  employees 1-10 location Los Angeles,Film,Los Angeles,angellist,market film stage employees 1 10 location los angeles,Indee market film stage employees 1 10 location los angeles Film,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Skive it,market Robotics stage  employees 1-10 location San Francisco,Robotics,San Francisco,angellist,market robotics stage employees 1 10 location san francisco,Skive it market robotics stage employees 1 10 location san francisco Robotics,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Qbaka,market B2B stage Seed employees 1-10 location Saint Petersburg,B2B,Saint Petersburg,angellist,market b2b stage seed employees 1 10 location saint petersburg,Qbaka market b2b stage seed employees 1 10 location saint petersburg B2B,4,BPO / Telecom / Retail Operations,mixed,"AI, B2B",3,HealthTech Startups,mostly_clean
HIFI,market Finance Technology stage  employees 11-50 location New York City,Finance Technology,New York City,angellist,market finance technology stage employees 11 50 location new york city,HIFI market finance technology stage employees 11 50 location new york city Finance Technology,4,BPO / Telecom / Retail Operations,mixed,Fintech,4,Developer Tools / Infra,mixed
Adzuna,market Recruiting stage Series C employees 51-200 location London,Recruiting,London,angellist,market recruiting stage series c employees 51 200 location london,Adzuna market recruiting stage series c employees 51 200 location london Recruiting,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
BeautyArmy,market Personalization stage  employees 1-10 location San Francisco,Personalization,San Francisco,angellist,market personalization stage employees 1 10 location san francisco,BeautyArmy market personalization stage employees 1 10 location san francisco Personalization,4,BPO / Telecom / Retail Operations,mixed,B2C,4,Developer Tools / Infra,mixed
Kreditech,market Technology stage  employees 51-200 location Hamburg,Technology,Hamburg,angellist,market technology stage employees 51 200 location hamburg,Kreditech market technology stage employees 51 200 location hamburg Technology,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Handle My Health,market Internet of Things stage Acquired employees 1-10 location London,Internet of Things,London,angellist,market internet of things stage acquired employees 1 10 location london,Handle My Health market internet of things stage acquired employees 1 10 location london Internet of Things,4,BPO / Telecom / Retail Operations,mixed,HealthTech,4,Developer Tools / Infra,mixed
Dsmart Industries,market Retail Technology stage  employees 11-50 location Memphis,Retail Technology,Memphis,angellist,market retail technology stage employees 11 50 location memphis,Dsmart Industries market retail technology stage employees 11 50 location memphis Retail Technology,4,BPO / Telecom / Retail Operations,mixed,AI,4,Developer Tools / Infra,mixed
Zaya Learning Labs,market K-12 Education stage  employees 11-50 location Mumbai,K-12 Education,Mumbai,angellist,market k 12 education stage employees 11 50 location mumbai,Zaya Learning Labs market k 12 education stage employees 11 50 location mumbai K-12 Education,0,EdTech / Education,clean,"AI, EdTech",4,Developer Tools / Infra,mixed
Enertiv,market Big Data Analytics stage  employees 11-50 location New York City,Big Data Analytics,New York City,angellist,market big data analytics stage employees 11 50 location new york city,Enertiv market big data analytics stage employees 11 50 location new york city Big Data Analytics,4,BPO / Telecom / Retail Operations,mixed,Other,5,Marketplace / Creator Economy,mixed
TripleLift,market Native Advertising stage Series B employees 51-200 location London,Native Advertising,London,angellist,market native advertising stage series b employees 51 200 location london,TripleLift market native advertising stage series b employees 51 200 location london Native Advertising,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Perzo,market Unifed Communications stage Acquired employees 1-10 location Palo Alto,Unifed Communications,Palo Alto,angellist,market unifed communications stage acquired employees 1 10 location palo alto,Perzo market unifed communications stage acquired employees 1 10 location palo alto Unifed Communications,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Atooma,market Application Platforms stage  employees 1-10 location Rome,Application Platforms,Rome,angellist,market application platforms stage employees 1 10 location rome,Atooma market application platforms stage employees 1 10 location rome Application Platforms,4,BPO / Telecom / Retail Operations,mixed,SaaS,4,Developer Tools / Infra,mixed
Connectifier,market Semantic Search stage Acquired employees 11-50 location Sunnyvale,Semantic Search,Sunnyvale,angellist,market semantic search stage acquired employees 11 50 location sunnyvale,Connectifier market semantic search stage acquired employees 11 50 location sunnyvale Semantic Search,4,BPO / Telecom / Retail Operations,mixed,Other,5,Marketplace / Creator Economy,mixed
Mavrx,market Agriculture stage Series A employees 11-50 location San Francisco,Agriculture,San Francisco,angellist,market agriculture stage series a employees 11 50 location san francisco,Mavrx market agriculture stage series a employees 11 50 location san francisco Agriculture,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
MindMeld,market Artificial Intelligence stage Acquired employees 11-50 location San Francisco,Artificial Intelligence,San Francisco,angellist,market artificial intelligence stage acquired employees 11 50 location san francisco,MindMeld market artificial intelligence stage acquired employees 11 50 location san francisco Artificial Intelligence,4,BPO / Telecom / Retail Operations,mixed,AI,5,Marketplace / Creator Economy,mixed
Biomech,market Fitness stage Seed employees 1-10 location Campbell,Fitness,Campbell,angellist,market fitness stage seed employees 1 10 location campbell,Biomech market fitness stage seed employees 1 10 location campbell Fitness,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
720°,market Corporate Wellness stage  employees 1-10 location Helsinki,Corporate Wellness,Helsinki,angellist,market corporate wellness stage employees 1 10 location helsinki,720° market corporate wellness stage employees 1 10 location helsinki Corporate Wellness,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Watchsend,market User Testing stage Acquired employees 1-10 location Mountain View,User Testing,Mountain View,angellist,market user testing stage acquired employees 1 10 location mountain view,Watchsend market user testing stage acquired employees 1 10 location mountain view User Testing,4,BPO / Telecom / Retail Operations,mixed,AI,4,Developer Tools / Infra,mixed
tarla.io,market Insurance stage  employees 1-10 location Tallinn,Insurance,Tallinn,angellist,market insurance stage employees 1 10 location tallinn,tarla.io market insurance stage employees 1 10 location tallinn Insurance,4,BPO / Telecom / Retail Operations,mixed,Fintech,4,Developer Tools / Infra,mixed
Science Lab,market Medical Devices stage  employees 1-10 location Cheltenham,Medical Devices,Cheltenham,angellist,market medical devices stage employees 1 10 location cheltenham,Science Lab market medical devices stage employees 1 10 location cheltenham Medical Devices,4,BPO / Telecom / Retail Operations,mixed,HealthTech,4,Developer Tools / Infra,mixed
DDStocks,market Personal Finance stage  employees 1-10 location Montreal,Personal Finance,Montreal,angellist,market personal finance stage employees 1 10 location montreal,DDStocks market personal finance stage employees 1 10 location montreal Personal Finance,4,BPO / Telecom / Retail Operations,mixed,"Fintech, B2C",4,Developer Tools / Infra,mixed
Retention.ai (Formerly BetaGlide),market Android stage Acquired employees 11-50 location Palo Alto,Android,Palo Alto,angellist,market android stage acquired employees 11 50 location palo alto,Retention.ai (Formerly BetaGlide) market android stage acquired employees 11 50 location palo alto Android,4,BPO / Telecom / Retail Operations,mixed,AI,4,Developer Tools / Infra,mixed
KinectHealth,market Fitness stage Seed employees 1-10 location Blacksburg,Fitness,Blacksburg,angellist,market fitness stage seed employees 1 10 location blacksburg,KinectHealth market fitness stage seed employees 1 10 location blacksburg Fitness,4,BPO / Telecom / Retail Operations,mixed,HealthTech,3,HealthTech Startups,mostly_clean
Prepify,market Test Prep stage Seed employees 1-10 location Austin,Test Prep,Austin,angellist,market test prep stage seed employees 1 10 location austin,Prepify market test prep stage seed employees 1 10 location austin Test Prep,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
ViSSee,market 3D stage Seed employees 11-50 location Zurich,3D,Zurich,angellist,market 3d stage seed employees 11 50 location zurich,ViSSee market 3d stage seed employees 11 50 location zurich 3D,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
Angelfish,market Advertising Exchanges stage Seed employees 11-50 location,Advertising Exchanges,,angellist,market advertising exchanges stage seed employees 11 50 location,Angelfish market advertising exchanges stage seed employees 11 50 location Advertising Exchanges,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
Triggerfox,market Contact Management stage Acquired employees 11-50 location Toronto,Contact Management,Toronto,angellist,market contact management stage acquired employees 11 50 location toronto,Triggerfox market contact management stage acquired employees 11 50 location toronto Contact Management,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Senndex,market Insurance stage Seed employees 1-10 location Atlanta,Insurance,Atlanta,angellist,market insurance stage seed employees 1 10 location atlanta,Senndex market insurance stage seed employees 1 10 location atlanta Insurance,4,BPO / Telecom / Retail Operations,mixed,Fintech,3,HealthTech Startups,mostly_clean
Husky Code,market Manufacturing stage  employees 1-10 location Samara,Manufacturing,Samara,angellist,market manufacturing stage employees 1 10 location samara,Husky Code market manufacturing stage employees 1 10 location samara Manufacturing,4,BPO / Telecom / Retail Operations,mixed,DevTools,4,Developer Tools / Infra,mixed
Human API,market Developer Tools stage  employees 11-50 location San Mateo,Developer Tools,San Mateo,angellist,market developer tools stage employees 11 50 location san mateo,Human API market developer tools stage employees 11 50 location san mateo Developer Tools,4,BPO / Telecom / Retail Operations,mixed,DevTools,4,Developer Tools / Infra,mixed
Tracegolf,market Entertainment Industry stage Seed employees 11-50 location,Entertainment Industry,,angellist,market entertainment industry stage seed employees 11 50 location,Tracegolf market entertainment industry stage seed employees 11 50 location Entertainment Industry,4,BPO / Telecom / Retail Operations,mixed,AI,3,HealthTech Startups,mostly_clean
Mnemon.io,market Semantic Search stage  employees 1-10 location San Francisco,Semantic Search,San Francisco,angellist,market semantic search stage employees 1 10 location san francisco,Mnemon.io market semantic search stage employees 1 10 location san francisco Semantic Search,4,BPO / Telecom / Retail Operations,mixed,Other,5,Marketplace / Creator Economy,mixed
Dwellar,market Commercial Real Estate stage  employees 11-50 location Mumbai,Commercial Real Estate,Mumbai,angellist,market commercial real estate stage employees 11 50 location mumbai,Dwellar market commercial real estate stage employees 11 50 location mumbai Commercial Real Estate,4,BPO / Telecom / Retail Operations,mixed,AI,4,Developer Tools / Infra,mixed
Jenu.in,market High Tech stage  employees 1-10 location Fremont,High Tech,Fremont,angellist,market high tech stage employees 1 10 location fremont,Jenu.in market high tech stage employees 1 10 location fremont High Tech,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Keen Home,market Energy Efficiency stage  employees 11-50 location New York City,Energy Efficiency,New York City,angellist,market energy efficiency stage employees 11 50 location new york city,Keen Home market energy efficiency stage employees 11 50 location new york city Energy Efficiency,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Brewbot,market Consumer Electronics stage  employees 11-50 location Belfast,Consumer Electronics,Belfast,angellist,market consumer electronics stage employees 11 50 location belfast,Brewbot market consumer electronics stage employees 11 50 location belfast Consumer Electronics,4,BPO / Telecom / Retail Operations,mixed,B2C,4,Developer Tools / Infra,mixed
HunterCo,market Social Recruiting stage  employees 1-10 location Joinville,Social Recruiting,Joinville,angellist,market social recruiting stage employees 1 10 location joinville,HunterCo market social recruiting stage employees 1 10 location joinville Social Recruiting,4,BPO / Telecom / Retail Operations,mixed,B2C,4,Developer Tools / Infra,mixed
GMDH Shell,market Enterprise Resource Planning stage  employees 1-10 location,Enterprise Resource Planning,,angellist,market enterprise resource planning stage employees 1 10 location,GMDH Shell market enterprise resource planning stage employees 1 10 location Enterprise Resource Planning,4,BPO / Telecom / Retail Operations,mixed,B2B,4,Developer Tools / Infra,mixed
Butterfleye,market Consumer Electronics stage Acquired employees 11-50 location San Mateo,Consumer Electronics,San Mateo,angellist,market consumer electronics stage acquired employees 11 50 location san mateo,Butterfleye market consumer electronics stage acquired employees 11 50 location san mateo Consumer Electronics,4,BPO / Telecom / Retail Operations,mixed,B2C,4,Developer Tools / Infra,mixed
Placemeter,market Real Time stage Acquired employees 11-50 location New York City,Real Time,New York City,angellist,market real time stage acquired employees 11 50 location new york city,Placemeter market real time stage acquired employees 11 50 location new york city Real Time,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
WIREWAX,market Computer Vision stage Series A employees 11-50 location London,Computer Vision,London,angellist,market computer vision stage series a employees 11 50 location london,WIREWAX market computer vision stage series a employees 11 50 location london Computer Vision,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
TermScout,market Sales Automation stage Series A employees 11-50 location Boulder,Sales Automation,Boulder,angellist,market sales automation stage series a employees 11 50 location boulder,TermScout market sales automation stage series a employees 11 50 location boulder Sales Automation,4,BPO / Telecom / Retail Operations,mixed,SaaS,4,Developer Tools / Infra,mixed
SKULLY,market Augmented Reality stage Series A employees 11-50 location San Francisco,Augmented Reality,San Francisco,angellist,market augmented reality stage series a employees 11 50 location san francisco,SKULLY market augmented reality stage series a employees 11 50 location san francisco Augmented Reality,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Keepy,market Families stage Seed employees 1-10 location San Francisco,Families,San Francisco,angellist,market families stage seed employees 1 10 location san francisco,Keepy market families stage seed employees 1 10 location san francisco Families,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
Sonation,market Music stage Acquired employees 1-10 location Boston,Music,Boston,angellist,market music stage acquired employees 1 10 location boston,Sonation market music stage acquired employees 1 10 location boston Music,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Synetiq,market Neuroscience stage Seed employees 1-10 location Budapest,Neuroscience,Budapest,angellist,market neuroscience stage seed employees 1 10 location budapest,Synetiq market neuroscience stage seed employees 1 10 location budapest Neuroscience,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
Sphere,market Social Media Platforms stage Seed employees 1-10 location San Francisco,Social Media Platforms,San Francisco,angellist,market social media platforms stage seed employees 1 10 location san francisco,Sphere market social media platforms stage seed employees 1 10 location san francisco Social Media Platforms,4,BPO / Telecom / Retail Operations,mixed,"SaaS, B2C",3,HealthTech Startups,mostly_clean
RADAR,market Retail Technology stage Seed employees 11-50 location San Diego,Retail Technology,San Diego,angellist,market retail technology stage seed employees 11 50 location san diego,RADAR market retail technology stage seed employees 11 50 location san diego Retail Technology,4,BPO / Telecom / Retail Operations,mixed,AI,3,HealthTech Startups,mostly_clean
Fitho,market Fitness stage Acquired employees 11-50 location Delhi,Fitness,Delhi,angellist,market fitness stage acquired employees 11 50 location delhi,Fitho market fitness stage acquired employees 11 50 location delhi Fitness,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Fit3D,market Fitness stage Seed employees 11-50 location San Mateo,Fitness,San Mateo,angellist,market fitness stage seed employees 11 50 location san mateo,Fit3D market fitness stage seed employees 11 50 location san mateo Fitness,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
Spire Health,market Medical Devices stage  employees 11-50 location San Francisco,Medical Devices,San Francisco,angellist,market medical devices stage employees 11 50 location san francisco,Spire Health market medical devices stage employees 11 50 location san francisco Medical Devices,4,BPO / Telecom / Retail Operations,mixed,HealthTech,4,Developer Tools / Infra,mixed
Lumific,market Photo Sharing stage Acquired employees 1-10 location Sydney,Photo Sharing,Sydney,angellist,market photo sharing stage acquired employees 1 10 location sydney,Lumific market photo sharing stage acquired employees 1 10 location sydney Photo Sharing,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Ecovent Systems,market Internet of Things stage Series A employees 11-50 location Boston,Internet of Things,Boston,angellist,market internet of things stage series a employees 11 50 location boston,Ecovent Systems market internet of things stage series a employees 11 50 location boston Internet of Things,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Cienaga Systems,market Predictive Analytics stage Seed employees 1-10 location,Predictive Analytics,,angellist,market predictive analytics stage seed employees 1 10 location,Cienaga Systems market predictive analytics stage seed employees 1 10 location Predictive Analytics,4,BPO / Telecom / Retail Operations,mixed,Other,5,Marketplace / Creator Economy,mixed
Reveel Technologies,market Retail Technology stage Seed employees 11-50 location San Francisco,Retail Technology,San Francisco,angellist,market retail technology stage seed employees 11 50 location san francisco,Reveel Technologies market retail technology stage seed employees 11 50 location san francisco Retail Technology,4,BPO / Telecom / Retail Operations,mixed,AI,3,HealthTech Startups,mostly_clean
ViClone,market B2B stage Seed employees 11-50 location Barcelona,B2B,Barcelona,angellist,market b2b stage seed employees 11 50 location barcelona,ViClone market b2b stage seed employees 11 50 location barcelona B2B,4,BPO / Telecom / Retail Operations,mixed,B2B,3,HealthTech Startups,mostly_clean
Baarzo,market Video stage Acquired employees 11-50 location Palo Alto,Video,Palo Alto,angellist,market video stage acquired employees 11 50 location palo alto,Baarzo market video stage acquired employees 11 50 location palo alto Video,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Eigen Innovations,market Industrial stage Seed employees 11-50 location Fredericton,Industrial,Fredericton,angellist,market industrial stage seed employees 11 50 location fredericton,Eigen Innovations market industrial stage seed employees 11 50 location fredericton Industrial,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
Geniusly,market Emerging Markets stage  employees 1-10 location Medellín,Emerging Markets,Medellín,angellist,market emerging markets stage employees 1 10 location medell n,Geniusly market emerging markets stage employees 1 10 location medell n Emerging Markets,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
SalesChoice,market Sales Automation stage  employees 11-50 location Toronto,Sales Automation,Toronto,angellist,market sales automation stage employees 11 50 location toronto,SalesChoice market sales automation stage employees 11 50 location toronto Sales Automation,4,BPO / Telecom / Retail Operations,mixed,SaaS,4,Developer Tools / Infra,mixed
Datawiz.io,market Retail Technology stage  employees 11-50 location,Retail Technology,,angellist,market retail technology stage employees 11 50 location,Datawiz.io market retail technology stage employees 11 50 location Retail Technology,4,BPO / Telecom / Retail Operations,mixed,AI,4,Developer Tools / Infra,mixed
pingwell,market Crowdsourcing stage Seed employees 1-10 location Palo Alto,Crowdsourcing,Palo Alto,angellist,market crowdsourcing stage seed employees 1 10 location palo alto,pingwell market crowdsourcing stage seed employees 1 10 location palo alto Crowdsourcing,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
Fastree3D,market Robotics stage Seed employees 1-10 location,Robotics,,angellist,market robotics stage seed employees 1 10 location,Fastree3D market robotics stage seed employees 1 10 location Robotics,4,BPO / Telecom / Retail Operations,mixed,Other,3,HealthTech Startups,mostly_clean
3Gear Systems,market Consumer Electronics stage Acquired employees 1-10 location San Francisco,Consumer Electronics,San Francisco,angellist,market consumer electronics stage acquired employees 1 10 location san francisco,3Gear Systems market consumer electronics stage acquired employees 1 10 location san francisco Consumer Electronics,4,BPO / Telecom / Retail Operations,mixed,B2C,4,Developer Tools / Infra,mixed
Mintzone,market  stage  employees 1-10 location Gurgaon,,Gurgaon,angellist,market stage employees 1 10 location gurgaon,Mintzone market stage employees 1 10 location gurgaon,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Visibly,market Eyewear stage Series A employees 11-50 location Chicago,Eyewear,Chicago,angellist,market eyewear stage series a employees 11 50 location chicago,Visibly market eyewear stage series a employees 11 50 location chicago Eyewear,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Tritl,market In-Context Commerce stage  employees 1-10 location San Francisco,In-Context Commerce,San Francisco,angellist,market in context commerce stage employees 1 10 location san francisco,Tritl market in context commerce stage employees 1 10 location san francisco In-Context Commerce,4,BPO / Telecom / Retail Operations,mixed,Marketplace,4,Developer Tools / Infra,mixed
SportXast,market Video stage  employees 1-10 location Los Alamos,Video,Los Alamos,angellist,market video stage employees 1 10 location los alamos,SportXast market video stage employees 1 10 location los alamos Video,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
Nextome,market Location Based Services stage  employees 1-10 location Berlin,Location Based Services,Berlin,angellist,market location based services stage employees 1 10 location berlin,Nextome market location based services stage employees 1 10 location berlin Location Based Services,4,BPO / Telecom / Retail Operations,mixed,Other,4,Developer Tools / Infra,mixed
